url,month,year,mmyy,filename,downloaded,download_time
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/MARCH%202017%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,MARCH,2017,2017-03-31,/Users/tiangeng/Documents/Python Files/niv/niv_2017-03-31.pdf,True,"2023-06-23, Friday, 23:37:13"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/APRIL%202017%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,APRIL,2017,2017-04-30,/Users/tiangeng/Documents/Python Files/niv/niv_2017-04-30.pdf,True,"2023-06-23, Friday, 23:37:15"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/MAY%202017%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,MAY,2017,2017-05-31,/Users/tiangeng/Documents/Python Files/niv/niv_2017-05-31.pdf,True,"2023-06-23, Friday, 23:37:23"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/JUNE%202017%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,JUNE,2017,2017-06-30,/Users/tiangeng/Documents/Python Files/niv/niv_2017-06-30.pdf,True,"2023-06-23, Friday, 23:37:23"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/JULY%202017%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,JULY,2017,2017-07-31,/Users/tiangeng/Documents/Python Files/niv/niv_2017-07-31.pdf,True,"2023-06-23, Friday, 23:37:30"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/AUGUST%202017%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,AUGUST,2017,2017-08-31,/Users/tiangeng/Documents/Python Files/niv/niv_2017-08-31.pdf,True,"2023-06-23, Friday, 23:37:33"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/SEPTEMBER%202017%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,SEPTEMBER,2017,2017-09-30,/Users/tiangeng/Documents/Python Files/niv/niv_2017-09-30.pdf,True,"2023-06-23, Friday, 23:37:42"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/OCTOBER%202017%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,OCTOBER,2017,2017-10-31,/Users/tiangeng/Documents/Python Files/niv/niv_2017-10-31.pdf,True,"2023-06-23, Friday, 23:37:43"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/NOVEMBER%202017%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,NOVEMBER,2017,2017-11-30,/Users/tiangeng/Documents/Python Files/niv/niv_2017-11-30.pdf,True,"2023-06-23, Friday, 23:37:44"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/DECEMBER%202017%20-%20NIV%20Issuances%20by%20Nationlity%20and%20Visa%20Class.pdf,DECEMBER,2017,2017-12-31,/Users/tiangeng/Documents/Python Files/niv/niv_2017-12-31.pdf,True,"2023-06-23, Friday, 23:37:54"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/JANUARY%202018%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,JANUARY,2018,2018-01-31,/Users/tiangeng/Documents/Python Files/niv/niv_2018-01-31.pdf,True,"2023-06-23, Friday, 23:37:54"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/FEBRUARY%202018%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,FEBRUARY,2018,2018-02-28,/Users/tiangeng/Documents/Python Files/niv/niv_2018-02-28.pdf,True,"2023-06-23, Friday, 23:37:56"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/MARCH%202018%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,MARCH,2018,2018-03-31,/Users/tiangeng/Documents/Python Files/niv/niv_2018-03-31.pdf,True,"2023-06-23, Friday, 23:38:06"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/APRIL%202018%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,APRIL,2018,2018-04-30,/Users/tiangeng/Documents/Python Files/niv/niv_2018-04-30.pdf,True,"2023-06-23, Friday, 23:38:08"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/MAY%202018%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,MAY,2018,2018-05-31,/Users/tiangeng/Documents/Python Files/niv/niv_2018-05-31.pdf,True,"2023-06-23, Friday, 23:38:15"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/JUNE%202018%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,JUNE,2018,2018-06-30,/Users/tiangeng/Documents/Python Files/niv/niv_2018-06-30.pdf,True,"2023-06-23, Friday, 23:38:30"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/JULY%202018%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,JULY,2018,2018-07-31,/Users/tiangeng/Documents/Python Files/niv/niv_2018-07-31.pdf,True,"2023-06-23, Friday, 23:38:36"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/AUGUST%202018%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,AUGUST,2018,2018-08-31,/Users/tiangeng/Documents/Python Files/niv/niv_2018-08-31.pdf,True,"2023-06-23, Friday, 23:38:41"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/SEPTEMBER%202018%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,SEPTEMBER,2018,2018-09-30,/Users/tiangeng/Documents/Python Files/niv/niv_2018-09-30.pdf,True,"2023-06-23, Friday, 23:38:51"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/October%202018%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,OCTOBER,2018,2018-10-31,/Users/tiangeng/Documents/Python Files/niv/niv_2018-10-31.pdf,True,"2023-06-23, Friday, 23:38:56"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/November%202018%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,NOVEMBER,2018,2018-11-30,/Users/tiangeng/Documents/Python Files/niv/niv_2018-11-30.pdf,True,"2023-06-23, Friday, 23:39:01"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/DECEMBER%202018%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,DECEMBER,2018,2018-12-31,/Users/tiangeng/Documents/Python Files/niv/niv_2018-12-31.pdf,True,"2023-06-23, Friday, 23:39:08"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/JANUARY%202019%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,JANUARY,2019,2019-01-31,/Users/tiangeng/Documents/Python Files/niv/niv_2019-01-31.pdf,True,"2023-06-23, Friday, 23:39:11"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/FEBRUARY%202019%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,FEBRUARY,2019,2019-02-28,/Users/tiangeng/Documents/Python Files/niv/niv_2019-02-28.pdf,True,"2023-06-23, Friday, 23:39:13"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/MARCH%202019%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,MARCH,2019,2019-03-31,/Users/tiangeng/Documents/Python Files/niv/niv_2019-03-31.pdf,True,"2023-06-23, Friday, 23:39:16"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/APRIL%202019%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,APRIL,2019,2019-04-30,/Users/tiangeng/Documents/Python Files/niv/niv_2019-04-30.pdf,True,"2023-06-23, Friday, 23:39:20"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/MAY%202019%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,MAY,2019,2019-05-31,/Users/tiangeng/Documents/Python Files/niv/niv_2019-05-31.pdf,True,"2023-06-23, Friday, 23:39:24"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/JUNE%202019%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,JUNE,2019,2019-06-30,/Users/tiangeng/Documents/Python Files/niv/niv_2019-06-30.pdf,True,"2023-06-23, Friday, 23:39:25"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/JULY%202019%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,JULY,2019,2019-07-31,/Users/tiangeng/Documents/Python Files/niv/niv_2019-07-31.pdf,True,"2023-06-23, Friday, 23:39:38"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/AUGUST%202019%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,AUGUST,2019,2019-08-31,/Users/tiangeng/Documents/Python Files/niv/niv_2019-08-31.pdf,True,"2023-06-23, Friday, 23:39:47"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/SEPTEMBER%202019%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,SEPTEMBER,2019,2019-09-30,/Users/tiangeng/Documents/Python Files/niv/niv_2019-09-30.pdf,True,"2023-06-23, Friday, 23:39:50"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/OCTOBER%202019%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,OCTOBER,2019,2019-10-31,/Users/tiangeng/Documents/Python Files/niv/niv_2019-10-31.pdf,True,"2023-06-23, Friday, 23:39:50"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/NOVEMBER%202019%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,NOVEMBER,2019,2019-11-30,/Users/tiangeng/Documents/Python Files/niv/niv_2019-11-30.pdf,True,"2023-06-23, Friday, 23:39:54"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/DECEMBER%202019%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,DECEMBER,2019,2019-12-31,/Users/tiangeng/Documents/Python Files/niv/niv_2019-12-31.pdf,True,"2023-06-23, Friday, 23:40:04"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/JANUARY%202020%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,JANUARY,2020,2020-01-31,/Users/tiangeng/Documents/Python Files/niv/niv_2020-01-31.pdf,True,"2023-06-23, Friday, 23:40:18"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/FEBRUARY%202020%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,FEBRUARY,2020,2020-02-29,/Users/tiangeng/Documents/Python Files/niv/niv_2020-02-29.pdf,True,"2023-06-23, Friday, 23:40:21"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/MARCH%202020%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,MARCH,2020,2020-03-31,/Users/tiangeng/Documents/Python Files/niv/niv_2020-03-31.pdf,True,"2023-06-23, Friday, 23:40:24"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/APRIL%202020%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,APRIL,2020,2020-04-30,/Users/tiangeng/Documents/Python Files/niv/niv_2020-04-30.pdf,True,"2023-06-23, Friday, 23:40:25"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/MAY%202020%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,MAY,2020,2020-05-31,/Users/tiangeng/Documents/Python Files/niv/niv_2020-05-31.pdf,True,"2023-06-23, Friday, 23:40:26"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/June%202020%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,JUNE,2020,2020-06-30,/Users/tiangeng/Documents/Python Files/niv/niv_2020-06-30.pdf,True,"2023-06-23, Friday, 23:40:31"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/JULY%202020%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,JULY,2020,2020-07-31,/Users/tiangeng/Documents/Python Files/niv/niv_2020-07-31.pdf,True,"2023-06-23, Friday, 23:40:32"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/AUGUST%202020%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,AUGUST,2020,2020-08-31,/Users/tiangeng/Documents/Python Files/niv/niv_2020-08-31.pdf,True,"2023-06-23, Friday, 23:40:34"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/SEPT%202020%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,SEPTEMBER,2020,2020-09-30,/Users/tiangeng/Documents/Python Files/niv/niv_2020-09-30.pdf,True,"2023-06-23, Friday, 23:40:36"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/OCTOBER%202020%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,OCTOBER,2020,2020-10-31,/Users/tiangeng/Documents/Python Files/niv/niv_2020-10-31.pdf,True,"2023-06-23, Friday, 23:40:38"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/NOVEMBER%202020%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,NOVEMBER,2020,2020-11-30,/Users/tiangeng/Documents/Python Files/niv/niv_2020-11-30.pdf,True,"2023-06-23, Friday, 23:40:39"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/DECEMBER%202020%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,DECEMBER,2020,2020-12-31,/Users/tiangeng/Documents/Python Files/niv/niv_2020-12-31.pdf,True,"2023-06-23, Friday, 23:40:43"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/JANUARY%202021%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,JANUARY,2021,2021-01-31,/Users/tiangeng/Documents/Python Files/niv/niv_2021-01-31.pdf,True,"2023-06-23, Friday, 23:40:50"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/FEBRUARY%202021%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,FEBRUARY,2021,2021-02-28,/Users/tiangeng/Documents/Python Files/niv/niv_2021-02-28.pdf,True,"2023-06-23, Friday, 23:40:57"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/MARCH%202021%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,MARCH,2021,2021-03-31,/Users/tiangeng/Documents/Python Files/niv/niv_2021-03-31.pdf,True,"2023-06-23, Friday, 23:40:59"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/APRIL%202021%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,APRIL,2021,2021-04-30,/Users/tiangeng/Documents/Python Files/niv/niv_2021-04-30.pdf,True,"2023-06-23, Friday, 23:41:03"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/MAY2021%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,MAY,2021,2021-05-31,/Users/tiangeng/Documents/Python Files/niv/niv_2021-05-31.pdf,True,"2023-06-23, Friday, 23:41:12"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/JUNE2021%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,JUNE,2021,2021-06-30,/Users/tiangeng/Documents/Python Files/niv/niv_2021-06-30.pdf,True,"2023-06-23, Friday, 23:41:20"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/JULY2021%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,JULY,2021,2021-07-31,/Users/tiangeng/Documents/Python Files/niv/niv_2021-07-31.pdf,True,"2023-06-23, Friday, 23:41:29"
